,SEENJOY,SEGRADES,SEABSNT,SEREPEAT,SESUSPIN,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSFUNDRS,FSCOMMTE,FSATCNFN,FSCOUNSLR,FSFREQ,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FOHISTX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,FOSPRTEVX,FHCHECKX,FHHELP,FORESPON,FODINNERX,FPWT,pi_pro_schl_feats_comp,pi_pro_hm_feats_comp
4504,2,1,1,2,1,2,2,2,2,1,1,2,1,4,1,2,2,2,2,1,1,1,1,1,1,2,2,4,3,1,7,2541.3502453416395,10,19
4505,2,1,14,2,2,2,1,2,2,1,1,2,2,8,2,1,1,2,1,2,1,2,1,2,1,1,1,3,2,2,5,950.83419798106,9,18
4506,2,2,4,2,2,2,1,2,1,2,1,2,1,4,1,1,2,1,2,1,1,1,2,2,1,1,2,3,2,2,3,775.520642017211,9,18
4507,1,1,0,2,2,2,1,2,2,2,1,2,1,5,2,2,2,2,2,1,2,1,2,1,2,2,2,4,4,2,6,5658.25859642068,10,23
4508,2,1,2,2,2,2,2,2,2,2,1,2,1,8,1,2,2,1,2,1,1,1,1,1,1,1,2,3,3,1,0,1719.3797974371803,11,17
4510,2,2,5,1,2,2,1,1,1,2,2,1,1,5,1,1,1,1,1,1,1,2,2,1,1,2,1,2,5,1,7,4303.45253293561,9,16
4512,3,4,3,2,2,1,1,2,1,1,1,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,0,935.041517403934,7,15
4513,1,1,0,2,2,2,1,2,1,2,1,2,1,3,2,2,2,2,2,2,1,2,2,2,1,2,2,4,1,2,3,429.91365841292,9,24
4514,2,2,0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,3,5,1,0,9373.265315368,6,14
4515,2,2,0,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,4,3,1,5,988.206587232981,7,18
4516,3,2,10,2,2,2,2,2,2,2,1,2,2,8,2,1,1,1,1,2,1,1,1,1,1,2,1,3,2,2,0,1606.75881747738,11,16
4517,2,2,7,2,2,2,2,2,1,2,1,2,1,13,2,2,2,2,2,2,2,1,2,2,2,2,1,4,4,2,7,2957.9635459145898,10,24
4518,2,2,5,2,2,2,1,2,1,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,5,1173.62620888088,9,13
4519,1,1,3,2,2,2,2,2,2,2,1,2,2,10,2,2,1,2,2,1,1,2,2,1,2,1,2,4,1,2,3,5119.7012081388,11,21
4520,1,1,3,2,2,2,2,2,2,2,1,2,2,10,2,1,2,1,2,2,1,2,2,2,2,2,2,4,1,1,7,2330.64956339578,11,23
4521,1,2,0,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,4,3,2,2,2005.41383847225,10,19
4522,1,2,0,1,2,2,2,2,2,2,2,2,1,30,2,2,1,2,1,1,1,2,2,1,1,2,1,4,3,1,5,5456.098815479199,12,19
4523,1,1,2,2,2,2,2,2,2,2,1,2,2,7,2,2,2,2,2,1,2,2,1,1,1,1,2,4,3,1,5,5250.019657948,11,21
4524,1,3,0,2,2,1,1,2,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,4,4,2,5,9575.56811023229,8,15
4525,2,4,7,2,2,2,2,2,2,2,1,2,1,40,2,2,2,1,2,2,1,2,2,1,2,2,2,3,1,2,3,10089.2812872295,11,23
4526,1,1,0,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,4,689.354711380715,11,16
4527,2,1,0,2,2,1,1,2,1,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,2,1,3,5,2,0,1743.45699512802,8,21
4528,1,1,2,2,2,2,2,2,2,2,1,2,1,10,2,1,1,2,2,2,1,2,2,1,1,2,2,4,1,2,5,1989.43517925849,11,21
4531,2,2,0,2,2,2,1,2,1,1,1,2,1,10,2,2,1,2,2,2,1,1,1,1,1,1,1,4,3,1,3,5370.02739872411,8,18
4532,1,1,5,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,5,1,1,2669.20939860196,7,15
4533,1,1,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,4,2,2,5,1464.7299799296,11,16
4534,3,2,5,2,2,2,1,1,2,1,1,2,2,3,1,1,2,1,2,1,2,1,2,1,1,1,2,3,5,2,3,16276.7401849382,8,18
4535,2,3,0,2,1,2,1,2,2,1,1,2,2,3,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,4,1871.34700915548,9,19
4536,1,1,4,2,2,2,1,2,1,2,1,2,1,3,2,2,2,2,2,1,1,1,1,1,1,2,2,4,4,2,7,3378.7863175811603,9,20
4537,2,3,8,2,1,1,1,2,2,1,1,2,2,3,1,1,1,1,2,2,1,1,1,1,2,1,2,4,1,2,5,7479.581926207629,8,17
4539,2,1,2,2,2,2,1,2,1,2,1,2,1,6,2,2,2,1,2,2,2,2,2,1,1,2,2,3,1,2,4,2874.53737262683,9,23
4540,1,1,4,2,2,2,2,2,2,2,2,2,1,10,2,1,1,1,2,2,2,2,2,1,1,1,1,1,5,2,3,4944.35114565047,12,19
4541,1,1,2,2,2,2,2,2,2,2,2,2,1,15,2,2,2,2,2,2,1,2,1,2,1,2,1,4,3,2,7,3921.7975612346204,12,22
4542,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,5,3888.2005107412606,6,13
4543,3,2,2,2,2,2,1,1,2,1,1,2,2,8,2,2,2,2,2,2,1,1,2,1,1,1,2,4,4,2,5,1442.12643652917,8,21
4544,1,1,2,2,2,2,1,2,2,2,1,2,1,20,2,2,2,2,2,1,2,1,2,1,1,2,2,3,2,2,5,1109.74511160799,10,22
4546,2,2,8,2,2,2,2,2,2,2,1,2,2,10,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,4,4696.89923837706,11,16
4547,1,2,2,2,2,1,1,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,1,1,1,2,2,4,4,2,7,3095.71838880828,9,23
4548,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,6,801.8045290802589,8,15
4549,2,2,5,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,0,2383.88670148793,7,14
4550,2,3,6,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,848.351512596613,6,13
4551,1,1,0,2,2,2,2,2,2,1,1,1,2,10,2,2,1,2,2,2,1,1,1,1,1,1,2,3,2,2,1,1840.47771954183,10,19
4552,2,1,5,2,2,2,1,2,1,2,1,2,2,6,1,2,2,1,1,1,1,1,2,1,1,2,1,4,1,2,3,2899.1448549716197,9,17
4553,2,1,1,2,2,2,1,2,1,1,1,1,1,20,1,1,2,1,2,1,2,2,1,1,1,2,1,3,2,2,3,1866.23471679161,8,18
4554,2,2,1,2,2,2,2,2,1,2,1,2,1,10,2,2,1,2,2,1,1,2,2,1,2,1,2,4,3,1,7,6476.45540668292,10,21
4555,3,4,3,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,5,2,0,7846.71471566263,6,14
4557,2,3,0,2,2,2,1,1,1,2,1,1,2,3,2,2,1,1,2,1,1,1,1,1,1,2,2,3,1,2,5,852.765743913621,8,18
4558,2,1,5,2,2,1,1,2,1,1,1,2,1,3,2,2,1,2,2,2,1,1,1,1,1,1,1,3,1,2,5,1034.4370474535199,7,18
4559,2,1,3,2,2,1,1,2,2,2,1,2,2,4,2,1,1,2,2,2,1,2,1,1,1,2,1,4,2,2,3,2837.54416238774,9,19
4560,1,1,6,2,2,1,2,2,2,2,1,2,1,15,1,1,2,1,2,2,2,2,2,2,1,2,1,4,5,2,7,1511.58460136906,10,21
4562,1,1,5,2,2,1,1,2,2,1,1,1,2,6,1,1,1,1,2,2,2,1,2,2,1,2,1,4,1,1,4,5123.49079234943,8,19
4563,2,1,3,2,2,2,2,2,2,2,2,2,2,8,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,5,6417.194219044621,12,19
4565,2,1,12,2,2,2,2,2,2,2,1,2,1,10,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,5,1341.81909995987,11,24
4566,1,2,6,2,1,2,1,2,2,1,1,1,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,7,1375.89807252884,9,20
4567,2,2,10,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,4,1,2,3,949.864678253984,6,18
4568,2,1,2,2,2,2,1,2,1,2,1,2,1,4,2,1,2,2,2,1,1,1,2,1,1,2,2,4,3,1,4,1593.04722967517,9,20
4570,1,1,6,2,2,2,1,2,1,1,1,2,2,10,2,2,2,1,2,2,2,1,1,2,1,2,1,4,4,2,3,1585.0339718476098,8,21
4572,2,3,3,1,2,2,1,2,2,1,1,2,1,6,1,1,1,1,2,2,1,1,2,1,1,2,2,3,2,2,5,791.201184201762,9,18
4573,2,1,2,2,2,2,2,2,2,1,1,2,1,4,2,2,2,1,2,2,1,1,2,2,1,2,1,4,2,2,7,4771.674910788621,10,21
4574,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,3,2,7,2411.07879255194,11,19
4575,2,1,4,2,2,2,2,2,2,2,2,1,1,35,1,1,1,1,1,2,2,1,2,1,1,1,1,3,1,2,5,1233.3540225172098,12,16
4576,2,1,0,2,2,2,1,2,1,2,1,2,1,3,1,1,2,2,2,2,1,1,1,1,1,2,2,3,2,1,2,3493.88164916279,9,19
4577,1,1,0,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,4,4,2,6,1231.1849175781301,8,19
4579,1,1,5,1,2,1,1,2,2,2,1,2,2,3,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,2,7,5917.38433571881,9,16
4580,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,3,5146.56436019242,12,24
4582,1,1,4,2,2,2,2,2,1,2,2,2,2,15,2,1,2,1,2,2,1,2,2,1,2,2,1,3,2,2,6,963.69885638004,11,21
4583,2,2,3,2,2,2,1,2,2,2,1,1,1,4,1,1,1,1,1,2,1,2,2,1,1,1,1,3,2,2,7,1034.92626856885,10,16
4584,1,1,2,2,2,2,1,2,2,2,1,1,1,10,2,2,2,2,2,2,1,1,2,2,1,2,1,3,2,2,7,4325.75746684991,10,22
4585,3,2,2,2,2,2,2,2,1,2,1,2,2,5,1,1,1,2,2,2,1,1,2,1,2,2,2,3,3,2,7,6374.795050141321,10,20
4586,2,1,3,2,2,2,2,2,2,2,1,2,1,5,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,5,2216.9501095269397,11,19
4587,2,1,1,2,2,2,2,2,2,2,1,2,2,18,2,2,2,2,2,1,2,2,1,1,2,1,2,3,1,2,6,3325.40939050658,11,22
4588,1,1,2,2,2,2,1,2,2,1,1,1,1,15,2,1,1,1,2,2,1,1,1,1,1,2,2,3,2,2,6,1510.87947317574,9,18
4589,2,1,6,2,2,1,1,2,2,2,1,1,2,4,1,1,2,2,2,1,1,1,2,1,1,2,2,4,1,1,5,1829.83800917504,9,19
4590,2,1,3,2,2,1,2,2,2,2,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,5,2,3,15216.570188843702,10,14
4591,2,2,0,2,2,2,2,2,2,2,1,2,1,5,2,2,1,2,2,2,1,1,1,1,1,2,2,4,3,2,6,1380.0435839337101,11,20
4593,1,1,0,2,2,2,1,2,1,2,1,2,1,3,1,2,2,2,2,1,2,1,2,2,1,1,1,3,3,1,2,1045.7500044886801,9,20
4594,2,2,1,2,1,2,1,2,1,2,2,2,1,5,1,1,2,2,2,2,1,2,2,1,1,1,2,4,1,2,4,553.435364126045,10,20
4595,2,1,7,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,4,5,2,7,3237.59965590307,8,16
4596,1,1,2,2,2,2,2,2,1,2,1,1,2,30,2,2,1,2,2,2,2,1,2,1,1,2,1,3,1,2,2,2050.53325171677,10,21
4597,1,1,3,2,2,2,1,2,2,2,1,2,2,6,2,1,1,1,2,2,1,2,2,2,1,2,1,4,1,2,1,3639.1769934303,10,20
4600,1,1,5,2,2,2,2,2,2,2,1,1,1,30,1,2,1,2,2,2,2,2,1,2,2,2,2,4,2,2,6,1292.83737889913,11,23
4601,3,2,7,2,2,2,1,2,1,1,1,2,1,7,2,2,1,2,1,1,1,1,1,1,1,2,2,4,2,2,2,1069.0588409248599,8,18
4602,1,3,6,2,2,2,1,2,2,2,1,2,2,20,1,1,2,1,2,2,1,1,1,1,1,2,1,3,1,2,7,2417.18698821344,10,17
4603,2,2,0,2,2,1,1,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,5,5295.50399441257,8,15
4605,1,1,5,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,7,1271.4971478703599,11,26
4606,2,1,7,2,2,2,2,2,2,2,2,2,1,6,2,1,2,2,2,1,1,2,1,2,2,1,1,4,3,2,3,3078.23071049883,12,20
4607,1,1,2,2,2,2,2,2,1,2,1,2,2,8,2,1,2,1,2,1,2,1,2,1,1,1,1,4,2,1,7,3693.79055062704,10,18
4608,2,1,4,2,2,2,1,2,2,1,1,2,1,6,1,1,1,2,2,2,1,2,1,1,1,1,1,4,1,2,4,976.984489107052,9,17
4609,2,1,2,2,2,2,1,1,1,2,1,1,1,5,1,1,1,1,2,2,2,2,1,1,1,2,2,4,3,2,7,2455.6263940814397,8,19
4610,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,4,2,2,7,2779.88988260172,8,20
4611,2,1,4,2,2,2,2,2,1,2,2,1,2,3,1,1,2,2,2,2,1,1,2,1,1,2,2,4,2,2,7,2246.44410144276,11,20
4613,3,2,3,2,2,2,1,2,2,2,1,2,1,5,1,1,2,1,2,1,1,2,1,2,1,1,2,4,3,2,4,1453.32904361238,10,18
4616,1,1,2,2,2,2,1,2,2,1,1,2,1,10,2,2,2,2,2,2,2,1,1,1,1,2,1,4,3,2,4,2472.74112609905,9,21
4619,1,1,6,2,2,2,2,2,2,1,1,2,1,5,2,2,1,2,2,2,2,1,2,1,2,2,2,4,3,1,4,3596.25471095085,10,23
4620,1,1,2,2,2,2,1,2,2,2,1,2,1,4,1,1,1,1,2,2,1,1,1,1,2,2,1,4,3,2,2,2000.7538035846399,10,17
4621,1,1,6,2,2,2,2,2,1,1,1,2,1,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,3,2354.86373891973,9,16
4622,1,2,2,2,2,2,1,2,1,2,1,1,2,5,1,1,2,2,2,2,1,2,2,2,2,2,2,4,2,2,6,8446.50433411103,9,23
4623,1,1,0,2,2,2,2,2,1,1,1,2,2,25,1,1,1,2,2,2,1,2,1,1,1,2,2,3,2,2,5,1152.08820963147,9,19
4624,2,1,0,2,2,2,1,2,2,2,1,2,1,10,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,5,1601.18674810449,10,16
4625,2,1,0,2,2,2,2,2,1,1,1,2,1,5,1,2,2,1,2,2,1,1,1,2,2,2,2,4,5,1,3,10650.4727958021,9,21
4626,2,3,4,2,2,2,2,2,2,2,1,2,2,12,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,2,2,1916.8901850252698,11,17
4627,4,2,5,2,2,2,1,2,2,2,1,2,2,5,1,1,1,2,2,2,1,2,1,1,1,2,1,3,1,2,2,902.6161011554649,10,18
4628,2,2,2,2,2,1,1,2,2,1,1,2,2,5,2,1,1,2,2,2,2,1,2,1,1,2,2,4,4,2,5,1224.47631610491,8,21
4629,1,1,6,2,2,2,1,2,2,2,1,2,1,3,2,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,7,2554.9811487929896,10,16
4631,2,1,2,2,2,2,1,2,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,5,1806.4985204255102,8,26
4635,1,1,0,2,2,2,2,2,2,2,1,2,1,15,2,1,1,1,2,2,2,1,1,1,1,2,2,4,4,2,0,4356.03588600904,11,19
4636,1,1,1,2,2,2,1,2,1,2,1,2,1,4,2,1,1,1,2,2,1,1,2,1,1,2,1,4,2,2,1,2350.9699027221,9,18
4637,2,1,2,2,2,2,2,2,1,2,1,2,1,15,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,3,2330.8466831347,10,16
4638,2,2,11,2,2,2,1,2,1,1,1,2,2,3,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,7,1816.17281740702,8,18
4639,2,2,0,1,2,2,1,2,2,1,1,2,2,3,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,7,2797.6062895077002,9,18
4641,3,3,12,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,3,2,2,0,1251.3763614761199,7,19
4642,3,2,4,2,2,2,1,1,2,1,1,2,2,6,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,5,3865.85167781211,8,17
4643,1,2,2,2,2,2,2,2,1,2,1,2,1,15,2,2,2,2,2,2,1,1,2,1,1,2,1,4,3,2,7,2872.50761679143,10,21
4644,1,1,4,2,2,2,1,2,2,2,1,1,2,4,2,2,1,2,2,1,1,1,1,1,1,2,2,3,5,2,5,4374.584268582629,10,19
4645,2,2,1,2,2,2,1,2,1,1,1,2,1,3,1,1,2,1,1,2,1,1,1,2,2,2,1,4,3,1,6,3565.58245148315,8,18
4646,3,1,5,2,2,2,1,2,2,2,1,2,1,5,2,2,1,2,2,2,1,1,1,2,2,2,2,4,1,2,5,59952.587587070804,10,22
4647,2,1,5,2,2,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,7,5627.9731426995495,8,14
4648,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,1,2,0,1813.58813310298,9,15
4649,2,1,0,2,2,2,1,2,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,0,7437.11625434729,10,13
4650,2,1,0,2,2,2,2,1,1,2,1,2,1,5,2,1,1,2,2,2,1,2,2,1,1,2,1,3,2,2,6,1268.01124894373,9,20
4651,1,1,1,2,2,2,2,2,2,2,1,2,1,20,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,3,1929.09571429996,11,25
4653,1,1,1,2,2,2,2,2,2,2,1,2,2,10,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,3,1321.58173423069,11,19
4654,1,1,8,2,2,2,2,2,1,2,1,1,2,3,1,1,1,1,1,1,1,2,1,2,1,2,2,4,2,1,3,2050.34879437208,10,17
4655,2,1,3,2,2,2,2,2,1,1,1,2,2,20,2,2,2,2,2,1,1,2,2,1,1,1,2,4,4,1,5,4690.28280992332,9,21
4656,2,1,0,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3347.0484479432503,9,13
4657,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,1,0,7605.60339045042,6,14
4658,1,2,2,2,2,1,1,2,2,2,1,2,2,3,1,1,2,1,1,2,1,1,2,1,1,2,1,4,2,2,7,1665.6926983660198,9,17
4659,3,3,2,1,1,2,1,2,1,1,1,2,1,6,1,2,1,2,2,1,1,1,1,2,1,2,1,4,1,1,3,1274.73197736,8,18
4660,2,1,5,2,2,2,2,2,2,2,1,1,2,10,2,2,1,2,2,2,2,1,2,1,1,2,2,3,2,2,4,1291.7593440225098,11,22
4662,1,1,4,2,2,2,1,2,1,2,1,2,1,10,2,1,1,2,2,1,1,1,1,1,2,2,2,4,1,2,6,2481.87821180527,9,19
4663,2,2,7,2,2,2,2,2,2,2,1,2,2,16,2,2,2,2,2,2,1,2,2,1,2,2,2,4,4,1,3,6960.53656159933,11,24
4664,2,1,0,2,2,2,1,2,2,2,2,2,2,6,1,2,2,2,2,2,2,2,2,1,1,2,2,4,2,2,7,1173.16294590222,11,23
4665,2,2,0,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,4,3,2,7,1409.15061378511,6,18
4666,2,1,6,2,2,2,2,2,2,2,1,2,2,10,1,2,2,1,2,1,1,1,2,2,1,1,1,4,2,1,7,5011.365969172721,11,18
4667,2,2,6,1,2,1,1,2,1,1,1,1,1,25,1,1,1,1,2,2,1,1,2,2,1,2,1,3,2,1,3,2546.44230127471,7,18
4668,1,1,0,2,2,2,2,2,2,2,1,2,2,23,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,2,6,2060.30242313164,11,24
4669,2,1,0,2,1,2,2,2,2,2,1,2,2,20,1,2,2,2,2,1,1,2,2,2,2,1,2,4,1,2,7,5680.243729082629,11,22
4670,1,2,5,2,2,2,2,2,2,2,1,2,2,10,1,2,2,1,2,2,1,2,1,2,1,2,1,3,3,1,5,1424.29730727125,11,20
4671,1,1,2,1,2,2,2,2,2,2,1,2,1,9,2,2,2,2,2,2,2,2,2,2,1,1,1,4,3,2,4,7885.72870858033,11,23
4672,1,1,8,2,2,2,2,2,2,2,1,2,1,24,2,2,2,2,2,1,2,1,2,2,1,2,2,4,2,1,3,2970.11706569699,11,23
4673,2,2,3,2,2,2,1,2,1,1,1,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,1820.2256722134803,8,26
4674,1,3,4,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,3,1,2,6,1510.13225113347,7,18
4675,3,2,0,2,2,2,1,2,2,1,1,2,2,4,2,1,1,1,2,2,2,1,1,1,1,2,2,3,1,2,5,5463.03463333499,9,19
4676,2,1,1,2,2,2,2,2,2,2,1,2,1,10,1,2,2,2,1,2,1,2,1,1,1,2,1,3,3,1,4,3098.5271146757395,11,19
4677,2,1,2,2,2,2,2,2,1,2,1,2,1,8,1,1,1,1,2,2,1,1,2,1,1,1,1,2,5,2,1,2883.6251207399,10,16
4678,1,2,6,2,2,2,2,2,1,2,1,2,1,15,2,2,1,2,2,1,2,2,1,1,1,1,2,4,4,2,3,1047.23274663142,10,20
4679,2,1,4,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,4,1,2,4,1665.60265097004,8,16
4680,2,4,3,1,1,2,1,2,1,1,1,2,2,10,2,1,1,1,1,2,1,1,2,2,2,2,2,4,3,2,0,4193.66953777647,8,20
4681,1,1,15,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,3,2851.6304394545195,7,18
4683,1,1,4,2,2,2,2,2,1,2,1,2,1,6,2,1,2,2,2,1,2,2,1,2,1,1,2,4,3,2,2,3412.04388225133,10,21
4684,2,2,2,2,2,2,1,2,2,2,2,1,2,11,2,1,2,2,1,1,2,1,2,2,1,2,2,3,2,1,7,3587.64998733386,11,21
4685,3,2,47,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,4,3,2,7,3177.6620209327,8,17
4687,1,2,10,2,2,2,2,1,1,2,1,1,1,5,1,1,2,1,1,1,1,2,2,1,1,1,1,1,5,2,3,679.387468100902,9,16
4688,2,2,0,2,2,2,1,2,1,2,1,2,1,4,1,2,2,1,2,1,1,1,2,1,1,1,2,3,3,1,1,3233.92467511487,9,18
4689,3,1,9,2,2,2,2,2,1,2,1,2,2,8,2,2,2,2,2,1,1,1,1,2,2,1,1,4,3,1,4,1004.88352646711,10,20
4690,1,1,1,2,2,1,1,2,1,2,1,2,1,9,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,7,809.203849923256,8,14
4691,2,1,4,2,2,2,1,2,1,2,1,2,1,7,2,1,1,2,2,1,2,2,1,1,1,1,1,4,4,1,3,6771.32618480713,9,18
4692,2,1,3,2,2,2,1,2,1,1,1,2,1,3,2,2,2,2,2,2,1,1,2,2,1,2,1,4,1,1,7,4438.28009283254,8,22
4695,2,3,1,2,2,2,1,2,1,2,1,1,1,3,2,1,1,2,2,2,2,2,1,1,1,2,1,3,2,2,5,780.5889301853309,9,20
4697,1,2,4,2,2,2,2,2,2,2,2,2,2,15,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,0,2018.0551700721398,12,15
4699,1,1,3,2,2,2,2,2,2,2,1,2,1,10,2,1,2,1,2,1,1,1,1,1,1,2,2,3,3,2,4,2055.90879266661,11,18
4700,2,3,0,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,4,2295.0997837428895,6,17
4701,2,2,5,2,2,2,2,2,2,1,1,2,2,5,1,1,2,2,2,2,1,1,2,1,1,1,2,4,2,2,3,14142.1473439581,10,19
4702,1,2,0,2,2,1,2,2,1,2,1,2,1,10,2,2,2,1,2,2,1,2,1,1,1,2,1,4,4,2,7,15527.131334265801,9,20
4703,2,1,2,2,2,2,2,2,2,2,2,2,2,65,1,1,1,1,2,1,1,2,1,2,1,1,2,3,1,2,2,3139.02363227618,12,17
4705,2,1,1,2,2,2,2,2,2,2,1,2,2,30,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,1553.0101157064003,11,16
4706,2,1,15,2,2,2,1,2,1,2,1,2,2,5,2,1,1,1,1,2,2,2,1,1,1,2,1,3,1,2,6,3468.1239642834103,9,18
4707,2,1,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,7,3090.35759800126,11,25
4708,2,3,8,2,2,2,1,2,2,2,2,2,1,5,2,1,2,2,2,1,2,2,1,1,1,2,1,3,1,2,5,4450.83472803013,11,20
4709,3,3,1,2,2,2,1,2,1,2,1,2,1,4,1,2,2,1,1,1,1,2,1,1,1,1,1,4,3,2,7,4878.4916841826,9,16
4710,2,2,5,2,2,2,1,2,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,2,1,4,4,2,7,17181.5984645637,8,16
4711,1,3,1,1,2,2,2,2,2,2,2,2,2,10,2,1,2,2,1,2,1,1,2,1,1,2,2,4,4,2,7,3839.48044069506,12,20
4714,3,3,4,2,2,1,1,2,2,1,1,2,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,7,1229.31664466828,8,14
4715,1,1,4,2,2,1,1,1,1,1,1,1,1,0,1,1,2,1,2,2,2,2,1,2,1,1,1,3,1,2,3,2851.66393268648,6,19
4717,2,1,4,2,2,2,2,2,1,1,1,2,1,5,2,1,1,2,2,1,2,1,1,1,1,2,2,4,3,2,5,4256.2668743941995,9,19
4721,2,3,10,2,2,2,2,2,2,1,1,2,2,20,2,2,2,1,1,2,1,1,2,2,1,2,2,3,1,1,2,1309.7629479205802,10,21
4722,2,2,15,2,2,2,2,2,2,2,1,2,1,8,1,1,2,2,2,1,2,1,1,1,1,1,1,4,3,1,5,2996.4353480605296,11,17
